Date,Location,Incident_Type,Vessel_Type,Casualties,Cargo_Loss,Country,Latitude,Longitude,Description
2022-10-06,South China Sea,Fire/Explosion,Tanker,10.0,Yes,Norway,47.127208261074784,-179.62413928191324,Fire/Explosion involving a Tanker vessel in South China Sea.
2017-11-14,Indian Ocean,Capsizing,Cargo,6.0,Yes,India,-2.1690691756555864,44.63087890810925,Capsizing involving a Cargo vessel in Indian Ocean.
2025-07-10,Mediterranean Sea,Fire/Explosion,Military,10.5,Yes,USA,30.074210702042834,-83.32959805305974,Fire/Explosion involving a Military vessel in Mediterranean Sea.
2020-11-14,Atlantic Ocean,Grounding,Fishing,2.0,No,USA,5.375807301074445,101.2686393599368,Grounding involving a Fishing vessel in Atlantic Ocean.
2018-08-03,Atlantic Ocean,Fire/Explosion,Fishing,4.5,Yes,Singapore,-15.320863625613327,-66.46618272325807,Fire/Explosion involving a Fishing vessel in Atlantic Ocean.
2013-09-01,Pacific Ocean,Grounding,Passenger,18.0,No,India,38.95473137880593,-131.01758813417374,Grounding involving a Passenger vessel in Pacific Ocean.
2017-09-04,Baltic Sea,Capsizing,Fishing,3.5,No,China,51.191252153166076,50.25332204471141,Capsizing involving a Fishing vessel in Baltic Sea.
2016-04-17,Indian Ocean,Grounding,Fishing,2.0,No,Norway,61.41880247507636,98.36316761528042,Grounding involving a Fishing vessel in Indian Ocean.
2025-06-14,South China Sea,Collision,Military,4.5,Yes,UK,4.566477161152434,163.82587110990374,Collision involving a Military vessel in South China Sea.
2017-03-14,Indian Ocean,Fire/Explosion,Military,9.0,Yes,Singapore,-5.7043513879023635,-84.28194181038826,Fire/Explosion involving a Military vessel in Indian Ocean.
2020-07-06,Indian Ocean,Grounding,Military,9.0,No,Norway,39.60300653439272,140.56099572601363,Grounding involving a Military vessel in Indian Ocean.
2018-08-18,Atlantic Ocean,Fire/Explosion,Tanker,12.0,No,China,-41.25985114608763,2.2943206175997943,Fire/Explosion involving a Tanker vessel in Atlantic Ocean.
2011-09-29,South China Sea,Collision,Cargo,2.0,Yes,UK,65.37480328034884,-171.19785405455298,Collision involving a Cargo vessel in South China Sea.
2024-04-27,South China Sea,Piracy,Passenger,24.0,No,Germany,49.67785285308672,68.37467604866765,Piracy involving a Passenger vessel in South China Sea.
2021-03-08,Mediterranean Sea,Capsizing,Cargo,4.0,No,India,-41.05933075781195,-106.4370517967867,Capsizing involving a Cargo vessel in Mediterranean Sea.
2010-08-21,Baltic Sea,Piracy,Tanker,8.0,Yes,China,-55.33021087409952,-72.27594877862701,Piracy involving a Tanker vessel in Baltic Sea.
2012-06-21,Pacific Ocean,Collision,Tanker,14.0,Yes,USA,53.92691553860425,-84.30093199723501,Collision involving a Tanker vessel in Pacific Ocean.
2010-03-06,Atlantic Ocean,Capsizing,Military,9.0,No,Singapore,4.521313804768823,171.6573688396981,Capsizing involving a Military vessel in Atlantic Ocean.
2022-12-05,Indian Ocean,Capsizing,Fishing,1.5,No,Germany,43.34320821594427,-95.61053518781225,Capsizing involving a Fishing vessel in Indian Ocean.
2020-10-18,Atlantic Ocean,Capsizing,Passenger,12.0,No,Japan,25.462091319754364,142.90226900817333,Capsizing involving a Passenger vessel in Atlantic Ocean.
2024-09-26,Indian Ocean,Capsizing,Passenger,21.0,Yes,UK,50.35727298885817,95.21083640423933,Capsizing involving a Passenger vessel in Indian Ocean.
2017-06-07,Pacific Ocean,Piracy,Fishing,1.0,No,Norway,67.93726194728274,-176.53724498350837,Piracy involving a Fishing vessel in Pacific Ocean.
2021-12-19,Pacific Ocean,Grounding,Passenger,24.0,No,Singapore,66.31608586178244,-145.77146592285948,Grounding involving a Passenger vessel in Pacific Ocean.
2021-02-17,South China Sea,Grounding,Cargo,3.0,No,Japan,-3.86005484910514,101.09195156464045,Grounding involving a Cargo vessel in South China Sea.
2010-07-12,South China Sea,Collision,Tanker,14.0,No,India,61.611059667336264,24.8588461423156,Collision involving a Tanker vessel in South China Sea.
2018-01-08,Pacific Ocean,Grounding,Fishing,2.5,No,USA,-44.2519698301235,-81.94687575724284,Grounding involving a Fishing vessel in Pacific Ocean.
2025-03-17,Pacific Ocean,Collision,Tanker,10.0,Yes,Singapore,22.36836532014469,0.5270740660850493,Collision involving a Tanker vessel in Pacific Ocean.
2023-03-18,Indian Ocean,Fire/Explosion,Military,4.5,No,Norway,50.41265835987208,-15.261603783425585,Fire/Explosion involving a Military vessel in Indian Ocean.
2010-06-15,Mediterranean Sea,Fire/Explosion,Passenger,15.0,Yes,India,7.639125709965967,-27.608446444760943,Fire/Explosion involving a Passenger vessel in Mediterranean Sea.
2017-02-07,Atlantic Ocean,Piracy,Tanker,10.0,No,India,62.87178849676211,-42.4053561757014,Piracy involving a Tanker vessel in Atlantic Ocean.
2019-12-01,Baltic Sea,Grounding,Tanker,6.0,Yes,Germany,-30.185139299742094,-95.02630769436283,Grounding involving a Tanker vessel in Baltic Sea.
2025-12-26,South China Sea,Capsizing,Tanker,10.0,No,USA,42.348223882084824,-108.32657730372279,Capsizing involving a Tanker vessel in South China Sea.
2025-05-02,Pacific Ocean,Grounding,Cargo,6.0,No,UK,18.175461559014778,-35.44284164883831,Grounding involving a Cargo vessel in Pacific Ocean.
2019-02-24,Pacific Ocean,Capsizing,Tanker,8.0,Yes,China,-55.56303426058503,117.25700709977895,Capsizing involving a Tanker vessel in Pacific Ocean.
2022-10-01,Indian Ocean,Piracy,Passenger,15.0,Yes,Germany,-18.165901837773248,109.97028868034005,Piracy involving a Passenger vessel in Indian Ocean.
2011-10-24,Mediterranean Sea,Capsizing,Fishing,2.5,Yes,Japan,-41.076465784990035,124.5488428438934,Capsizing involving a Fishing vessel in Mediterranean Sea.
2019-03-16,South China Sea,Fire/Explosion,Fishing,2.0,No,Singapore,-57.10180499886192,-160.28558055401209,Fire/Explosion involving a Fishing vessel in South China Sea.
2023-01-27,Pacific Ocean,Grounding,Tanker,20.0,No,UK,-18.853863896616303,-176.91706674298092,Grounding involving a Tanker vessel in Pacific Ocean.
2023-07-23,South China Sea,Collision,Tanker,2.0,Yes,Germany,16.7044998867719,179.62201413303285,Collision involving a Tanker vessel in South China Sea.
2014-08-27,Atlantic Ocean,Collision,Military,6.0,No,Japan,30.616778374436606,-137.74129550897962,Collision involving a Military vessel in Atlantic Ocean.
2011-12-18,Indian Ocean,Collision,Fishing,3.5,Yes,Japan,-29.675759505502324,-91.73004477107942,Collision involving a Fishing vessel in Indian Ocean.
2021-02-15,Pacific Ocean,Grounding,Cargo,1.0,No,India,-9.507482064572372,-58.45540701571626,Grounding involving a Cargo vessel in Pacific Ocean.
2022-02-26,Mediterranean Sea,Piracy,Tanker,6.0,Yes,UK,16.13348644846596,0.6460413939383898,Piracy involving a Tanker vessel in Mediterranean Sea.
2025-05-02,Mediterranean Sea,Collision,Cargo,3.0,Yes,UK,-4.736209102677442,171.1617255666274,Collision involving a Cargo vessel in Mediterranean Sea.
2023-12-01,South China Sea,Collision,Passenger,15.0,Yes,India,-2.0082296437163905,-107.1402482178381,Collision involving a Passenger vessel in South China Sea.
2019-05-30,Baltic Sea,Capsizing,Cargo,6.0,No,UK,-58.9777842565887,-22.156597804894375,Capsizing involving a Cargo vessel in Baltic Sea.
2022-09-19,Pacific Ocean,Fire/Explosion,Passenger,15.0,Yes,China,-3.1646422372950056,-12.973525349992116,Fire/Explosion involving a Passenger vessel in Pacific Ocean.
2011-08-29,Baltic Sea,Collision,Tanker,26.0,Yes,Germany,37.2352265753625,165.36460802434226,Collision involving a Tanker vessel in Baltic Sea.
2025-03-17,South China Sea,Piracy,Passenger,18.0,Yes,Germany,-48.3153555180469,-157.96680297082932,Piracy involving a Passenger vessel in South China Sea.
2016-07-25,Baltic Sea,Capsizing,Cargo,4.0,No,Norway,35.154820952006034,-71.97418094420088,Capsizing involving a Cargo vessel in Baltic Sea.
2025-01-13,Mediterranean Sea,Piracy,Military,6.0,No,Japan,-32.18522214487096,167.51365856705615,Piracy involving a Military vessel in Mediterranean Sea.
2017-03-20,South China Sea,Grounding,Tanker,16.0,Yes,Germany,-17.650715786895276,-5.9812429864551575,Grounding involving a Tanker vessel in South China Sea.
2020-01-07,Indian Ocean,Grounding,Cargo,4.0,No,Japan,-41.0829470920161,-174.93885964367294,Grounding involving a Cargo vessel in Indian Ocean.
2023-07-29,Atlantic Ocean,Collision,Military,9.0,No,China,14.707260003943333,-102.75622703718209,Collision involving a Military vessel in Atlantic Ocean.
2010-09-27,Pacific Ocean,Grounding,Passenger,9.0,Yes,Germany,-28.987418148086878,39.35337181600559,Grounding involving a Passenger vessel in Pacific Ocean.
2022-05-31,Atlantic Ocean,Piracy,Cargo,7.0,No,China,52.96312342246803,-15.382160277733448,Piracy involving a Cargo vessel in Atlantic Ocean.
2020-08-31,Atlantic Ocean,Collision,Passenger,12.0,No,China,13.507197645198673,50.83943599686279,Collision involving a Passenger vessel in Atlantic Ocean.
2010-08-18,Indian Ocean,Grounding,Passenger,18.0,No,India,5.92043430237382,116.00468211703014,Grounding involving a Passenger vessel in Indian Ocean.
2019-10-17,South China Sea,Grounding,Tanker,12.0,No,Singapore,66.08694883858327,39.169941552000324,Grounding involving a Tanker vessel in South China Sea.
2011-10-25,Atlantic Ocean,Fire/Explosion,Military,6.0,Yes,Germany,-22.591306988826986,158.92614233625403,Fire/Explosion involving a Military vessel in Atlantic Ocean.
2014-07-26,Indian Ocean,Collision,Military,0.0,Yes,Singapore,-39.835100893988454,140.530951531935,Collision involving a Military vessel in Indian Ocean.
2017-12-02,Indian Ocean,Piracy,Military,7.5,No,Norway,1.3265850039938698,-142.94018636166942,Piracy involving a Military vessel in Indian Ocean.
2015-06-24,Baltic Sea,Fire/Explosion,Military,6.0,Yes,Japan,31.078525670548757,-148.39203205604127,Fire/Explosion involving a Military vessel in Baltic Sea.
2015-07-17,Indian Ocean,Collision,Passenger,12.0,No,Japan,49.595687816308455,25.127077791478115,Collision involving a Passenger vessel in Indian Ocean.
2015-06-26,South China Sea,Collision,Military,7.5,No,UK,39.99558524604434,161.17054518525003,Collision involving a Military vessel in South China Sea.
2014-12-07,South China Sea,Grounding,Fishing,2.5,No,China,-13.122392354272392,-177.05089386061994,Grounding involving a Fishing vessel in South China Sea.
2012-03-15,Indian Ocean,Collision,Fishing,2.5,No,Germany,44.16718971332239,-104.75300530849242,Collision involving a Fishing vessel in Indian Ocean.
2015-09-20,Atlantic Ocean,Grounding,Tanker,12.0,No,Japan,-24.247178451642945,-110.45272481510015,Grounding involving a Tanker vessel in Atlantic Ocean.
2017-07-28,Atlantic Ocean,Grounding,Passenger,18.0,Yes,Japan,56.3181484686892,101.49273770504618,Grounding involving a Passenger vessel in Atlantic Ocean.
2024-04-01,Baltic Sea,Piracy,Fishing,2.5,No,UK,-21.09315043259292,-74.3726877311207,Piracy involving a Fishing vessel in Baltic Sea.
2017-02-18,South China Sea,Collision,Military,9.0,Yes,India,57.32545682115703,-135.2552364248767,Collision involving a Military vessel in South China Sea.
2020-08-14,Baltic Sea,Grounding,Passenger,3.0,No,China,22.614428679234194,152.02652571360005,Grounding involving a Passenger vessel in Baltic Sea.
2011-08-17,Indian Ocean,Capsizing,Cargo,3.0,No,Singapore,4.051887359300451,169.90840666096727,Capsizing involving a Cargo vessel in Indian Ocean.
2013-08-12,Atlantic Ocean,Capsizing,Tanker,14.0,Yes,UK,53.808323069532676,-7.726762887610818,Capsizing involving a Tanker vessel in Atlantic Ocean.
2023-03-13,Mediterranean Sea,Capsizing,Passenger,12.0,No,Norway,-48.496153466234986,121.72673678377032,Capsizing involving a Passenger vessel in Mediterranean Sea.
2018-08-27,Baltic Sea,Grounding,Fishing,2.5,No,USA,45.12033038704715,-179.39174624283314,Grounding involving a Fishing vessel in Baltic Sea.
2025-06-14,South China Sea,Collision,Military,9.0,No,USA,-22.846701188039162,165.78533054713586,Collision involving a Military vessel in South China Sea.
2025-07-20,Pacific Ocean,Fire/Explosion,Military,4.5,No,India,0.8312306486335928,141.11927876032593,Fire/Explosion involving a Military vessel in Pacific Ocean.
2017-09-07,Pacific Ocean,Fire/Explosion,Fishing,3.0,Yes,USA,-54.643643137510594,-27.129169551318427,Fire/Explosion involving a Fishing vessel in Pacific Ocean.
2010-10-06,Pacific Ocean,Piracy,Fishing,3.0,No,UK,25.035673538282865,129.60132024018492,Piracy involving a Fishing vessel in Pacific Ocean.
2015-05-09,South China Sea,Fire/Explosion,Tanker,6.0,Yes,USA,-31.16672436454917,-40.246305318545325,Fire/Explosion involving a Tanker vessel in South China Sea.
2010-03-27,Pacific Ocean,Piracy,Military,13.5,No,India,-1.4781234415919897,105.78753102755672,Piracy involving a Military vessel in Pacific Ocean.
2010-11-12,Pacific Ocean,Capsizing,Military,10.5,No,Japan,60.363878763631504,67.8586346994098,Capsizing involving a Military vessel in Pacific Ocean.
2023-12-30,Atlantic Ocean,Grounding,Passenger,18.0,No,Japan,-25.182812592170592,-47.2817436798546,Grounding involving a Passenger vessel in Atlantic Ocean.
2016-09-26,Mediterranean Sea,Grounding,Passenger,15.0,No,Japan,-50.99755914864079,46.70636804915475,Grounding involving a Passenger vessel in Mediterranean Sea.
2014-08-12,South China Sea,Collision,Fishing,4.5,No,China,50.923839852362306,-179.40234463714674,Collision involving a Fishing vessel in South China Sea.
2011-06-30,Pacific Ocean,Piracy,Military,10.5,No,UK,37.4028145514726,134.8307562112292,Piracy involving a Military vessel in Pacific Ocean.
2016-09-16,Atlantic Ocean,Grounding,Passenger,24.0,No,India,60.483094166169096,-87.8972677304555,Grounding involving a Passenger vessel in Atlantic Ocean.
2019-01-31,Indian Ocean,Capsizing,Passenger,9.0,Yes,Japan,26.604364137885753,58.38023755627137,Capsizing involving a Passenger vessel in Indian Ocean.
2022-04-29,Mediterranean Sea,Fire/Explosion,Military,7.5,Yes,Singapore,-48.46575641116347,15.556802260966464,Fire/Explosion involving a Military vessel in Mediterranean Sea.
2022-05-11,Baltic Sea,Collision,Passenger,3.0,Yes,Germany,-55.0060095495066,112.72443334538059,Collision involving a Passenger vessel in Baltic Sea.
2011-12-24,Atlantic Ocean,Fire/Explosion,Military,3.0,No,Japan,-41.89425287841784,89.44572302724231,Fire/Explosion involving a Military vessel in Atlantic Ocean.
2025-02-04,South China Sea,Collision,Fishing,1.5,No,UK,-39.11248020140775,7.852373317081856,Collision involving a Fishing vessel in South China Sea.
2015-11-03,South China Sea,Piracy,Fishing,2.0,No,USA,13.961793758934022,-61.89811987621958,Piracy involving a Fishing vessel in South China Sea.
2020-03-19,South China Sea,Capsizing,Cargo,3.0,No,Norway,48.526036230099024,-88.1365566632677,Capsizing involving a Cargo vessel in South China Sea.
2022-01-16,Atlantic Ocean,Piracy,Military,1.5,No,UK,-18.988750775497095,170.73346508341496,Piracy involving a Military vessel in Atlantic Ocean.
2014-02-26,Baltic Sea,Grounding,Passenger,18.0,No,Singapore,-21.74025169293465,11.354819842820206,Grounding involving a Passenger vessel in Baltic Sea.
2025-07-13,Pacific Ocean,Collision,Tanker,10.0,No,Norway,40.903287401790664,-109.89144069598188,Collision involving a Tanker vessel in Pacific Ocean.
2018-04-06,South China Sea,Grounding,Military,4.5,Yes,UK,3.5305075088415236,133.09790041078048,Grounding involving a Military vessel in South China Sea.
2013-03-01,Mediterranean Sea,Piracy,Tanker,16.0,No,USA,8.922921660833836,30.035326625160394,Piracy involving a Tanker vessel in Mediterranean Sea.
2015-12-11,South China Sea,Collision,Tanker,14.0,No,UK,60.5772832111019,25.796963916155477,Collision involving a Tanker vessel in South China Sea.
2022-03-22,Mediterranean Sea,Capsizing,Cargo,2.0,No,China,-32.440413854069206,108.0662610515705,Capsizing involving a Cargo vessel in Mediterranean Sea.
2021-09-04,Atlantic Ocean,Fire/Explosion,Passenger,24.0,Yes,UK,32.08158996512179,7.963922229777751,Fire/Explosion involving a Passenger vessel in Atlantic Ocean.
2022-12-22,Atlantic Ocean,Fire/Explosion,Passenger,21.0,Yes,India,-57.94737193517503,-133.43153487686922,Fire/Explosion involving a Passenger vessel in Atlantic Ocean.
2015-04-12,Indian Ocean,Collision,Fishing,5.5,Yes,Germany,30.48627444333559,17.15472140170337,Collision involving a Fishing vessel in Indian Ocean.
2017-09-29,Indian Ocean,Grounding,Fishing,2.5,No,Germany,-54.25606901596471,-65.65928389381715,Grounding involving a Fishing vessel in Indian Ocean.
2022-10-15,Pacific Ocean,Grounding,Military,13.5,No,UK,-54.46782049038406,144.37712990544554,Grounding involving a Military vessel in Pacific Ocean.
2013-04-25,Indian Ocean,Piracy,Cargo,3.0,No,USA,-16.528933770209143,-146.23654770085366,Piracy involving a Cargo vessel in Indian Ocean.
2022-05-11,South China Sea,Piracy,Cargo,2.0,No,Germany,12.863337207754896,-128.80464330620165,Piracy involving a Cargo vessel in South China Sea.
2015-12-31,Atlantic Ocean,Grounding,Cargo,6.0,No,India,64.09661462018545,-115.41995944552812,Grounding involving a Cargo vessel in Atlantic Ocean.
2017-03-13,South China Sea,Grounding,Tanker,4.0,No,Japan,30.31970758688196,102.72347975595255,Grounding involving a Tanker vessel in South China Sea.
2011-09-30,South China Sea,Fire/Explosion,Passenger,18.0,Yes,Singapore,-40.729395981443474,-46.90647940118086,Fire/Explosion involving a Passenger vessel in South China Sea.
2011-09-07,Baltic Sea,Piracy,Tanker,10.0,No,India,63.39891222260998,55.51157635727094,Piracy involving a Tanker vessel in Baltic Sea.
2025-01-31,Mediterranean Sea,Collision,Military,6.0,Yes,Norway,26.529818656532413,-88.17751588203618,Collision involving a Military vessel in Mediterranean Sea.
2010-04-12,Indian Ocean,Piracy,Passenger,27.0,No,Germany,-0.30535771749231344,151.42018404119108,Piracy involving a Passenger vessel in Indian Ocean.
2013-05-13,Mediterranean Sea,Grounding,Fishing,4.0,No,Norway,68.67324829173288,116.34994919486132,Grounding involving a Fishing vessel in Mediterranean Sea.
2023-10-28,Baltic Sea,Capsizing,Passenger,15.0,Yes,UK,59.906212306853874,148.50779884246936,Capsizing involving a Passenger vessel in Baltic Sea.
2010-04-27,Baltic Sea,Fire/Explosion,Military,12.0,Yes,China,41.884673568269335,137.52619925044127,Fire/Explosion involving a Military vessel in Baltic Sea.
2015-09-12,Indian Ocean,Grounding,Tanker,12.0,No,Norway,28.814284774407724,-76.26773631235568,Grounding involving a Tanker vessel in Indian Ocean.
2012-10-05,Pacific Ocean,Capsizing,Military,7.5,Yes,UK,-22.936527336530794,-111.18680399493813,Capsizing involving a Military vessel in Pacific Ocean.
2017-02-23,South China Sea,Capsizing,Cargo,3.0,No,Japan,-9.809280781004155,-163.79636613517226,Capsizing involving a Cargo vessel in South China Sea.
2011-01-06,Pacific Ocean,Collision,Passenger,21.0,No,India,-21.128179621010766,-82.10408954510125,Collision involving a Passenger vessel in Pacific Ocean.
2010-10-25,South China Sea,Capsizing,Cargo,3.0,No,Japan,69.83198958233768,17.860388765889695,Capsizing involving a Cargo vessel in South China Sea.
2019-06-29,South China Sea,Fire/Explosion,Military,6.0,No,USA,-55.391274339450604,37.821420504504346,Fire/Explosion involving a Military vessel in South China Sea.
2023-07-28,South China Sea,Capsizing,Fishing,1.5,No,USA,54.99183133657955,127.01278175676077,Capsizing involving a Fishing vessel in South China Sea.
2012-10-29,Pacific Ocean,Grounding,Fishing,2.0,No,Singapore,-7.05954964907815,-155.9270612093198,Grounding involving a Fishing vessel in Pacific Ocean.
2025-06-11,Pacific Ocean,Fire/Explosion,Military,10.5,Yes,Norway,-17.298244899494293,-83.03268672629298,Fire/Explosion involving a Military vessel in Pacific Ocean.
2022-10-31,Pacific Ocean,Capsizing,Cargo,4.0,No,Japan,40.07788869704227,87.75651749552793,Capsizing involving a Cargo vessel in Pacific Ocean.
2024-03-17,Baltic Sea,Fire/Explosion,Passenger,9.0,Yes,Singapore,48.547509352843534,-176.52772681332928,Fire/Explosion involving a Passenger vessel in Baltic Sea.
2016-04-05,Baltic Sea,Piracy,Tanker,18.0,No,China,-25.00701020349844,141.61638583603343,Piracy involving a Tanker vessel in Baltic Sea.
2011-08-17,Indian Ocean,Collision,Passenger,21.0,No,Singapore,25.664227476806587,-91.09808124170293,Collision involving a Passenger vessel in Indian Ocean.
2017-08-20,Baltic Sea,Grounding,Fishing,3.0,No,China,34.86944375352154,11.299740744047568,Grounding involving a Fishing vessel in Baltic Sea.
2014-12-09,Baltic Sea,Fire/Explosion,Fishing,1.5,No,Norway,47.33116289042229,144.63914564550583,Fire/Explosion involving a Fishing vessel in Baltic Sea.
2021-09-01,Indian Ocean,Fire/Explosion,Cargo,6.0,Yes,Japan,25.513199776526577,107.47044296148437,Fire/Explosion involving a Cargo vessel in Indian Ocean.
2020-02-08,Pacific Ocean,Fire/Explosion,Cargo,4.0,No,India,37.508861142169906,-131.3974908921744,Fire/Explosion involving a Cargo vessel in Pacific Ocean.
2021-04-04,Baltic Sea,Fire/Explosion,Cargo,7.0,Yes,Singapore,60.56093473323675,-169.71369129396243,Fire/Explosion involving a Cargo vessel in Baltic Sea.
2018-07-14,Baltic Sea,Fire/Explosion,Passenger,21.0,Yes,USA,-29.53137870146817,12.461190595247842,Fire/Explosion involving a Passenger vessel in Baltic Sea.
2021-08-11,Baltic Sea,Piracy,Military,9.0,No,Japan,-18.33844087748581,22.789791687952857,Piracy involving a Military vessel in Baltic Sea.
2016-06-06,Baltic Sea,Grounding,Cargo,2.0,Yes,UK,28.42654876294624,-20.751931907525034,Grounding involving a Cargo vessel in Baltic Sea.
2024-11-12,South China Sea,Capsizing,Tanker,10.0,Yes,USA,-7.22037278393001,-46.40390404341494,Capsizing involving a Tanker vessel in South China Sea.
2016-02-29,Pacific Ocean,Grounding,Cargo,5.0,No,Japan,8.408142839699437,20.64659382175992,Grounding involving a Cargo vessel in Pacific Ocean.
2012-02-11,Mediterranean Sea,Collision,Military,4.5,Yes,China,-21.04514950679244,23.842293052737034,Collision involving a Military vessel in Mediterranean Sea.
2017-05-14,Indian Ocean,Capsizing,Fishing,3.0,No,China,-59.228742170298695,-85.49507739678657,Capsizing involving a Fishing vessel in Indian Ocean.
2012-03-19,South China Sea,Fire/Explosion,Military,6.0,Yes,Germany,-57.77890050211418,-8.708804791116648,Fire/Explosion involving a Military vessel in South China Sea.
2019-12-12,Indian Ocean,Piracy,Tanker,6.0,No,China,41.29034733006547,105.1290802096384,Piracy involving a Tanker vessel in Indian Ocean.
2010-06-20,Atlantic Ocean,Capsizing,Tanker,14.0,No,USA,-13.80153687303698,-118.77875447136674,Capsizing involving a Tanker vessel in Atlantic Ocean.
2018-12-06,Baltic Sea,Piracy,Passenger,3.0,No,UK,37.915480057244636,70.68520129704814,Piracy involving a Passenger vessel in Baltic Sea.
2019-01-08,Atlantic Ocean,Piracy,Tanker,6.0,No,Japan,19.859750216188147,-38.71127951340682,Piracy involving a Tanker vessel in Atlantic Ocean.
2025-10-12,Pacific Ocean,Fire/Explosion,Military,7.5,Yes,India,16.44654536930645,53.26700181641081,Fire/Explosion involving a Military vessel in Pacific Ocean.
